org/springframework/data/mongodb/ReactiveMongoDatabaseUtils	doGetSession	(Lorg/springframework/transaction/reactive/TransactionSynchronizationManager;Lorg/springframework/data/mongodb/ReactiveMongoDatabaseFactory;Lorg/springframework/data/mongodb/SessionSynchronization;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$13	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getCaseFirst()Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$13	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getCaseLevel()Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$13	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getLevel()I
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$14	(Lcom/mongodb/client/model/Collation$Builder;Ljava/lang/String;)V	INVOKE_STATIC	com/mongodb/client/model/Collation$Builder::collationMaxVariable(Lcom/mongodb/client/model/CollationMaxVariable;)Lcom/mongodb/client/model/Collation$Builder;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$14	(Lcom/mongodb/client/model/Collation$Builder;Ljava/lang/String;)V	INVOKE_STATIC	com/mongodb/client/model/CollationMaxVariable::fromString(Ljava/lang/String;)Lcom/mongodb/client/model/CollationMaxVariable;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$Alternate::alternate|Ljava/lang/String;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$Alternate::maxVariable|Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_DYNAMIC	[java/lang/invoke/LambdaMetafactory::metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;]::accept(Lcom/mongodb/client/model/Collation$Builder;)Ljava/util/function/Consumer;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_STATIC	com/mongodb/client/model/Collation$Builder::collationAlternate(Lcom/mongodb/client/model/CollationAlternate;)Lcom/mongodb/client/model/Collation$Builder;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_STATIC	com/mongodb/client/model/CollationAlternate::fromString(Ljava/lang/String;)Lcom/mongodb/client/model/CollationAlternate;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$15	(Lcom/mongodb/client/model/Collation$Builder;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_STATIC	java/util/Optional::ifPresent(Ljava/util/function/Consumer;)V
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoCollationConverter$16	(Lorg/springframework/data/mongodb/core/query/Collation;)Lcom/mongodb/client/model/Collation;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$10	(Lorg/bson/Document;Ljava/lang/String;)V	CONSTANT	 type: class java.lang.String; value: version
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$10	(Lorg/bson/Document;Ljava/lang/String;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$2	(Lorg/bson/Document;Ljava/lang/Boolean;)V	CONSTANT	 type: class java.lang.String; value: caseLevel
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$2	(Lorg/bson/Document;Ljava/lang/Boolean;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$3	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$CaseFirst;)V	CONSTANT	 type: class java.lang.String; value: caseFirst
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$3	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$CaseFirst;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$3	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$CaseFirst;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$CaseFirst::access$200(Lorg/springframework/data/mongodb/core/query/Collation$CaseFirst;)Ljava/lang/String;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	CONSTANT	 type: class java.lang.String; value: strength
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_DYNAMIC	[java/lang/invoke/LambdaMetafactory::metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;]::accept(Lorg/bson/Document;)Ljava/util/function/Consumer;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	java/lang/Integer::valueOf(I)Ljava/lang/Integer;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	java/util/Optional::ifPresent(Ljava/util/function/Consumer;)V
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getCaseFirst()Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getCaseLevel()Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$4	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevel;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevel::getLevel()I
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$5	(Lorg/bson/Document;Ljava/lang/Boolean;)V	CONSTANT	 type: class java.lang.String; value: numericOrdering
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$5	(Lorg/bson/Document;Ljava/lang/Boolean;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$6	(Lorg/bson/Document;Ljava/lang/String;)V	CONSTANT	 type: class java.lang.String; value: maxVariable
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$6	(Lorg/bson/Document;Ljava/lang/String;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	CONSTANT	 type: class java.lang.String; value: alternate
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$Alternate::alternate|Ljava/lang/String;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$Alternate::maxVariable|Ljava/util/Optional;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_DYNAMIC	[java/lang/invoke/LambdaMetafactory::metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;]::accept(Lorg/bson/Document;)Ljava/util/function/Consumer;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_STATIC	java/util/Optional::ifPresent(Ljava/util/function/Consumer;)V
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$7	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/query/Collation$Alternate;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$8	(Lorg/bson/Document;Ljava/lang/Boolean;)V	CONSTANT	 type: class java.lang.String; value: backwards
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$8	(Lorg/bson/Document;Ljava/lang/Boolean;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$9	(Lorg/bson/Document;Ljava/lang/Boolean;)V	CONSTANT	 type: class java.lang.String; value: normalization
org/springframework/data/mongodb/core/query/Collation	lambda$toMongoDocumentConverter$9	(Lorg/bson/Document;Ljava/lang/Boolean;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/query/Collation$ComparisonLevels	$values	()[Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevels;	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$ComparisonLevels::IDENTICAL|Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevels;
org/springframework/data/mongodb/core/query/Collation$ComparisonLevels	$values	()[Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevels;	GET_FIELD	org/springframework/data/mongodb/core/query/Collation$ComparisonLevels::QUATERNARY|Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevels;
org/springframework/data/mongodb/core/query/Collation$ComparisonLevels	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Collation$ComparisonLevels::$values()[Lorg/springframework/data/mongodb/core/query/Collation$ComparisonLevels;
org/springframework/data/mongodb/core/query/Meta$CursorOption	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$CursorOption::EXHAUST|Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$CursorOption	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$CursorOption::NO_TIMEOUT|Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$CursorOption	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$CursorOption::PARTIAL|Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$CursorOption	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$CursorOption::SECONDARY_READS|Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$CursorOption	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$CursorOption::SLAVE_OK|Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$CursorOption	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Meta$CursorOption::$values()[Lorg/springframework/data/mongodb/core/query/Meta$CursorOption;
org/springframework/data/mongodb/core/query/Meta$MetaKey	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$MetaKey::COMMENT|Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;
org/springframework/data/mongodb/core/query/Meta$MetaKey	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$MetaKey::MAX_SCAN|Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;
org/springframework/data/mongodb/core/query/Meta$MetaKey	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$MetaKey::MAX_TIME_MS|Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;
org/springframework/data/mongodb/core/query/Meta$MetaKey	$values	()[Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;	GET_FIELD	org/springframework/data/mongodb/core/query/Meta$MetaKey::SNAPSHOT|Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;
org/springframework/data/mongodb/core/query/Meta$MetaKey	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Meta$MetaKey::$values()[Lorg/springframework/data/mongodb/core/query/Meta$MetaKey;
org/springframework/data/mongodb/core/query/MongoRegexCreator	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator::INSTANCE|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator;
org/springframework/data/mongodb/core/query/MongoRegexCreator	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/MongoRegexCreator::$values()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::CONTAINING|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::DEFAULT|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::ENDING_WITH|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::EXACT|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::LIKE|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::REGEX|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	$values	()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;	GET_FIELD	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::STARTING_WITH|Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode::$values()[Lorg/springframework/data/mongodb/core/query/MongoRegexCreator$MatchMode;
org/springframework/data/mongodb/core/query/Term$Type	$values	()[Lorg/springframework/data/mongodb/core/query/Term$Type;	GET_FIELD	org/springframework/data/mongodb/core/query/Term$Type::PHRASE|Lorg/springframework/data/mongodb/core/query/Term$Type;
org/springframework/data/mongodb/core/query/Term$Type	$values	()[Lorg/springframework/data/mongodb/core/query/Term$Type;	GET_FIELD	org/springframework/data/mongodb/core/query/Term$Type::WORD|Lorg/springframework/data/mongodb/core/query/Term$Type;
org/springframework/data/mongodb/core/query/Term$Type	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Term$Type::$values()[Lorg/springframework/data/mongodb/core/query/Term$Type;
org/springframework/data/mongodb/core/query/Update	filterArray	(Lorg/springframework/data/mongodb/core/query/CriteriaDefinition;)Lorg/springframework/data/mongodb/core/query/Update;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator	$values	()[Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;	GET_FIELD	org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator::AND|Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;
org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator	$values	()[Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;	GET_FIELD	org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator::OR|Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;
org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator	$values	()[Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;	GET_FIELD	org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator::XOR|Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;
org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator::$values()[Lorg/springframework/data/mongodb/core/query/Update$BitwiseOperatorBuilder$BitwiseOperator;
org/springframework/data/mongodb/core/query/Update$Position	$values	()[Lorg/springframework/data/mongodb/core/query/Update$Position;	GET_FIELD	org/springframework/data/mongodb/core/query/Update$Position::FIRST|Lorg/springframework/data/mongodb/core/query/Update$Position;
org/springframework/data/mongodb/core/query/Update$Position	$values	()[Lorg/springframework/data/mongodb/core/query/Update$Position;	GET_FIELD	org/springframework/data/mongodb/core/query/Update$Position::LAST|Lorg/springframework/data/mongodb/core/query/Update$Position;
org/springframework/data/mongodb/core/query/Update$Position	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/query/Update$Position::$values()[Lorg/springframework/data/mongodb/core/query/Update$Position;
org/springframework/data/mongodb/core/schema/TypedJsonSchemaObject$NumericJsonSchemaObject	lambda$validateTypes$2	(Lorg/springframework/data/mongodb/core/schema/JsonSchemaObject$Type;)Ljava/lang/String;	CONSTANT	 type: class java.lang.String; value: %s is not a valid numeric type. Expected one of %s.
org/springframework/data/mongodb/core/schema/TypedJsonSchemaObject$NumericJsonSchemaObject	lambda$validateTypes$2	(Lorg/springframework/data/mongodb/core/schema/JsonSchemaObject$Type;)Ljava/lang/String;	GET_FIELD	org/springframework/data/mongodb/core/schema/TypedJsonSchemaObject$NumericJsonSchemaObject::NUMERIC_TYPES|Ljava/util/Set;
org/springframework/data/mongodb/core/schema/TypedJsonSchemaObject$NumericJsonSchemaObject	lambda$validateTypes$2	(Lorg/springframework/data/mongodb/core/schema/JsonSchemaObject$Type;)Ljava/lang/String;	INVOKE_STATIC	java/lang/String::format(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String;
org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType	$values	()[Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;	GET_FIELD	org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType::ARRAY|Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;
org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType	$values	()[Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;	GET_FIELD	org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType::EMPTY_DOCUMENT|Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;
org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType	$values	()[Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;	GET_FIELD	org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType::MAP|Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;
org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType	$values	()[Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;	GET_FIELD	org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType::SINGLE|Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;
org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType::$values()[Lorg/springframework/data/mongodb/core/spel/MethodReferenceNode$AggregationMethodReference$ArgumentType;
org/springframework/data/mongodb/core/timeseries/Granularity	$values	()[Lorg/springframework/data/mongodb/core/timeseries/Granularity;	GET_FIELD	org/springframework/data/mongodb/core/timeseries/Granularity::DEFAULT|Lorg/springframework/data/mongodb/core/timeseries/Granularity;
org/springframework/data/mongodb/core/timeseries/Granularity	$values	()[Lorg/springframework/data/mongodb/core/timeseries/Granularity;	GET_FIELD	org/springframework/data/mongodb/core/timeseries/Granularity::HOURS|Lorg/springframework/data/mongodb/core/timeseries/Granularity;
org/springframework/data/mongodb/core/timeseries/Granularity	$values	()[Lorg/springframework/data/mongodb/core/timeseries/Granularity;	GET_FIELD	org/springframework/data/mongodb/core/timeseries/Granularity::MINUTES|Lorg/springframework/data/mongodb/core/timeseries/Granularity;
org/springframework/data/mongodb/core/timeseries/Granularity	$values	()[Lorg/springframework/data/mongodb/core/timeseries/Granularity;	GET_FIELD	org/springframework/data/mongodb/core/timeseries/Granularity::SECONDS|Lorg/springframework/data/mongodb/core/timeseries/Granularity;
org/springframework/data/mongodb/core/timeseries/Granularity	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/timeseries/Granularity::$values()[Lorg/springframework/data/mongodb/core/timeseries/Granularity;
org/springframework/data/mongodb/gridfs/ReactiveGridFsResource	createDownloadStream	(Lcom/mongodb/reactivestreams/client/gridfs/GridFSDownloadPublisher;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/gridfs/ReactiveGridFsTemplate	createFlux	(Lorg/springframework/data/mongodb/gridfs/ReactiveGridFsTemplate$ReactiveBucketCallback;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/repository/query/AbstractMongoQuery	prepareBindingContext	(Ljava/lang/String;Lorg/springframework/data/mongodb/repository/query/ConvertingParameterAccessor;)Lorg/springframework/data/mongodb/util/json/ParameterBindingContext;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/repository/query/AbstractReactiveMongoQuery	decode	(Lorg/springframework/data/mapping/model/SpELExpressionEvaluator;Ljava/lang/String;Lorg/springframework/data/mongodb/repository/query/MongoParameterAccessor;Lorg/springframework/data/mongodb/util/json/ParameterBindingDocumentCodec;)Lorg/bson/Document;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/repository/query/AbstractReactiveMongoQuery	expressionEvaluator	(Ljava/lang/String;Lorg/springframework/data/mongodb/repository/query/MongoParameterAccessor;Lorg/springframework/data/mongodb/util/json/ParameterBindingDocumentCodec;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
